100260,2020-02-05,17:50:47,1.6,0.3,1005.8,1007.0,5.8,24.0,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:50:48,1.8,-0.1,1005.8,1007.0,5.9,24.1,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:50:49,1.8,-0.1,1005.7,1007.0,5.9,24.0,0.01,0.0,010000,82.6,124
,100260,2020-02-05,17:50:50,1.6,-0.1,1005.7,1007.1,6.0,24.1,0.01,0.0,010000,82.6,123
,100260,2020-02-05,17:50:51,1.8,-0.1,1005.7,1007.0,6.0,24.0,0.01,0.0,010000,82.6,124
,100260,2020-02-05,17:50:52,1.8,-0.1,1005.7,1007.1,6.0,24.1,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:50:53,1.8,0.3,1005.7,1007.0,5.9,24.2,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:50:54,1.8,-0.1,1005.7,1007.1,5.9,24.1,0.01,0.0,010000,82.7,125
,100260,2020-02-05,17:50:55,1.6,-0.1,1005.7,1007.1,5.9,24.2,0.01,0.0,010000,82.8,125
,100260,2020-02-05,17:50:56,1.8,-0.1,1005.8,1007.1,6.0,24.3,0.01,0.0,010000,82.7,125
,100260,2020-02-05,17:50:57,1.8,0.3,1005.7,1007.0,6.0,24.2,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:50:58,1.8,-0.1,1005.7,1007.0,6.1,24.3,0.01,0.0,010000,82.7,125
,100260,2020-02-05,17:50:59,1.8,-0.1,1005.7,1006.9,6.2,24.4,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:51:00,1.6,-0.1,1005.6,1006.9,6.1,24.5,0.01,0.0,010000,82.7,125
,100260,2020-02-05,17:51:01,1.6,0.3,1005.7,1006.8,6.0,24.4,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:51:02,1.8,0.3,1005.6,1006.9,6.1,24.3,0.01,0.0,010000,82.7,124
,100260,2020-02-05,17:51:03,1.6,0.3,1005.7,1006.8,6.0,24.4,0.01,0.0,010000,82.8,124
,100260,2020-02-05,17:51:04,1.6,-0.1,1005.6,1006.9,6.0,24.5,0.01,0.0,010000,82.8,123
100280,2020-02-05,17:50:47,2.5,1.4,1012.6,1014.0,10.9,23.4,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:48,2.9,1.0,1012.6,1014.0,10.9,23.5,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:49,2.9,1.4,1012.6,1014.0,10.9,23.4,0.11,0.1,011000,50.6,14
,100280,2020-02-05,17:50:50,2.9,1.4,1012.6,1014.0,10.9,23.5,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:51,2.5,1.0,1012.6,1014.0,10.9,23.4,0.11,0.1,011000,50.5,15
,100280,2020-02-05,17:50:52,2.9,1.4,1012.6,1014.0,10.9,23.3,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:53,2.9,1.0,1012.6,1014.0,10.9,23.4,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:54,2.9,1.4,1012.6,1014.0,10.9,23.3,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:55,2.5,1.4,1012.6,1014.1,10.9,23.2,0.11,0.1,011000,50.5,15
,100280,2020-02-05,17:50:56,2.9,1.4,1012.6,1014.0,10.9,23.3,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:57,2.5,1.4,1012.6,1014.1,10.9,23.2,0.11,0.1,011000,50.4,14
,100280,2020-02-05,17:50:58,2.9,1.4,1012.6,1014.1,10.9,23.1,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:50:59,2.5,1.0,1012.6,1014.1,10.9,23.0,0.11,0.1,011000,50.4,14
,100280,2020-02-05,17:51:00,2.5,1.4,1012.6,1014.1,10.9,22.9,0.11,0.1,011000,50.4,14
,100280,2020-02-05,17:51:01,2.9,1.0,1012.5,1014.1,10.9,22.8,0.11,0.1,011000,50.4,13
,100280,2020-02-05,17:51:02,2.9,1.4,1012.5,1014.0,10.9,22.7,0.11,0.1,011000,50.5,14
,100280,2020-02-05,17:51:03,2.9,1.0,1012.5,1014.0,10.9,22.6,0.11,0.1,011000,50.4,14
,100280,2020-02-05,17:51:04,2.5,1.4,1012.6,1014.0,10.9,22.5,0.11,0.1,011000,50.5,14
100290,2020-02-05,17:50:47,3.0,2.2,1003.5,1013.9,4.4,22.1,0.00,0.0,000000,7.9,353
,100290,2020-02-05,17:50:48,3.0,2.6,1003.6,1013.8,4.3,22.2,0.00,0.0,000000,7.9,353
,100290,2020-02-05,17:50:49,3.4,2.6,1003.5,1013.8,4.3,22.3,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:50,3.0,2.6,1003.4,1013.8,4.2,22.2,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:51,3.0,2.6,1003.5,1013.8,4.3,22.3,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:52,3.4,2.6,1003.6,1013.8,4.2,22.4,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:53,3.0,2.6,1003.7,1013.9,4.1,22.3,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:54,3.4,2.6,1003.9,1013.8,4.2,22.4,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:55,3.4,2.6,1003.7,1013.9,4.3,22.3,0.00,0.0,000000,8.0,352
,100290,2020-02-05,17:50:56,3.4,2.6,1003.9,1013.9,4.2,22.2,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:57,3.0,2.2,1003.7,1013.9,4.3,22.1,0.00,0.0,000000,8.0,352
,100290,2020-02-05,17:50:58,3.0,2.2,1003.6,1013.9,4.3,22.1,0.00,0.0,000000,7.9,352
,100290,2020-02-05,17:50:59,3.0,2.2,1003.7,1013.9,4.4,22.1,0.00,0.0,000000,8.0,352
,100290,2020-02-05,17:51:00,3.4,2.2,1003.6,1013.8,4.3,22.1,0.00,0.0,000000,8.0,352
,100290,2020-02-05,17:51:01,3.0,2.6,1003.7,1013.8,4.4,22.1,0.00,0.0,000000,8.0,352
,100290,2020-02-05,17:51:02,3.0,2.2,1003.6,1013.8,4.3,22.1,0.00,0.0,000000,7.9,353
,100290,2020-02-05,17:51:03,3.0,2.6,1003.7,1013.9,4.4,22.1,0.00,0.0,000000,8.0,352
